$Lewiston inflow year 2017 YC 06/22/22,
124.208,71.5800107
124.25,71.3968531
124.292,71.5723697
124.333,71.6191496
124.375,71.5566349
124.417,71.47165
124.458,71.5233824
124.5,69.1026287
124.542,71.3365175
124.583,73.6496463
124.625,73.6662018
124.667,73.5732363
124.708,103.9249863
124.75,145.0809405
124.792,145.1301542
124.833,145.1289373
124.875,145.1225698
124.917,81.8771921
124.958,73.3080653
125,71.2443727
125.042,71.1073441
125.083,71.0079828
125.125,71.0887227
125.167,71.0633659
125.208,71.05564
125.25,71.0731011
125.292,71.0695353
125.333,71.0747142
125.375,70.7625369
125.417,68.6201986
125.458,64.0529182
125.5,60.3927094
125.542,63.296063
125.583,67.2407151
125.625,66.2898068
125.667,68.7058344
125.708,66.6099364
125.75,69.3107752
125.792,70.5191852
125.833,70.823014
125.875,70.8006287
125.917,70.7239357
125.958,70.5515604
126,65.6130406
126.042,65.7746902
126.083,64.9169455
126.125,64.6666037
126.167,64.6482087
126.208,64.6376811
126.25,64.6721505
126.292,64.6231632
126.333,64.6508123
126.375,64.6133148
126.417,64.6089849
126.458,64.7120252
126.5,64.6664056
126.542,64.9143985
126.583,70.2910589
126.625,70.9136872
126.667,70.5038749
126.708,70.6606003
126.75,70.6323852
126.792,70.5355426
126.833,70.5951141
126.875,70.5846148
126.917,70.4527651
126.958,70.5113178
127,72.3067547
127.042,82.4583043
127.083,144.0281239
127.125,144.2756074
127.167,144.2983889
127.208,144.3524136
127.25,144.3929958
127.292,144.4184092
127.333,144.4430585
127.375,144.4342855
127.417,79.9541505
127.458,72.6970683
127.5,72.6246203
127.542,72.5513516
127.583,72.4937611
127.625,72.4498678
127.667,72.4195302
127.708,112.5823808
127.75,144.1415786
127.792,144.2495714
127.833,143.8550977
127.875,144.267457
127.917,144.6653833
127.958,144.2919648
128,144.3378674
128.042,142.9942966
128.083,72.742886
128.125,72.7283115
128.167,72.7093222
128.208,72.7003511
128.25,72.6682872
128.292,72.5952732
128.333,72.5275513
128.375,72.4706117
128.417,72.41687
128.458,72.3771651
128.5,116.1240409
128.542,144.1042792
128.583,144.1727086
128.625,144.2120173
128.667,144.2452981
128.708,144.237176
128.75,144.2404305
128.792,144.3106145
128.833,144.2855407
128.875,144.3090297
128.917,144.3125672
128.958,140.3885175
129,72.8845275
129.042,72.3855419
129.083,72.6654855
129.125,72.4590087
129.167,72.2024126
129.208,72.3208198
129.25,72.2789358
129.292,115.0538198
129.333,143.6141798
129.375,144.1134484
129.417,144.54791
129.458,158.5286477
129.5,201.0569538
129.542,201.2783447
129.583,201.31488
129.625,139.5248298
129.667,129.7596035
129.708,129.7245115
129.75,129.7299451
129.792,129.7106162
129.833,129.6985887
129.875,129.6983057
129.917,129.6717037
129.958,129.6801088
130,129.6654777
130.042,129.6525446
130.083,176.1917814
130.125,201.2589592
130.167,201.3241341
130.208,201.2632608
130.25,199.4215251
130.292,199.2184443
130.333,198.6763295
130.375,199.5188771
130.417,186.5220738
130.458,186.7121649
130.5,186.1566642
130.542,199.6164838
130.583,199.2072375
130.625,154.8024433
130.667,160.3576201
130.708,225.9155889
130.75,226.1193489
130.792,226.7547122
130.833,226.08304
130.875,225.4823725
130.917,226.1110853
130.958,227.0797943
131,226.1239335
131.042,226.0967938
131.083,226.0746066
131.125,226.1026802
131.167,226.1116796
131.208,226.0916998
131.25,226.1854294
131.292,226.1598462
131.333,226.0623244
131.375,226.203598
131.417,181.6364467
131.458,154.7593424
131.5,154.7270238
131.542,154.6647072
131.583,196.7596271
131.625,225.9894519
131.667,225.9647743
131.708,226.1078308
131.75,225.4560252
131.792,226.1189244
131.833,226.1209903
131.875,226.7324401
131.917,225.4756654
131.958,226.0514572
132,226.1364138
132.042,226.2193045
132.083,226.0548815
132.125,226.223691
132.167,226.1217544
132.208,226.1719869
132.25,226.079644
132.292,224.4530449
132.333,221.9723801
132.375,220.595104
132.417,223.3115361
132.458,222.7145476
132.5,224.3050359
132.542,221.6267522
132.583,150.3983407
132.625,148.6832192
132.667,147.4037196
132.708,208.7081701
132.75,222.1382464
132.792,225.5234358
132.833,225.3747476
132.875,226.117849
132.917,223.2017887
132.958,220.8194098
133,221.4784602
133.042,222.2884345
133.083,224.3168653
133.125,225.9305879
133.167,225.0811351
133.208,225.0721923
133.25,222.1047675
133.292,221.2931801
133.333,220.5132038
133.375,219.3035203
133.417,224.2844901
133.458,224.6832937
133.5,223.5251728
133.542,224.2027314
133.583,217.7806973
133.625,219.887887
133.667,218.567409
133.708,219.2297705
133.75,222.9505979
133.792,226.2479158
133.833,226.0911338
133.875,226.0488819
133.917,226.1558276
133.958,223.598583
134,220.3072364
134.042,219.2493541
134.083,218.5637583
134.125,216.052954
134.167,218.2660423
134.208,217.912264
134.25,217.1097892
134.292,205.4721217
134.333,217.6441498
134.375,215.7723029
134.417,213.686225
134.458,216.4104113
134.5,213.3314279
134.542,210.9891501
134.583,221.3549873
134.625,222.691568
134.667,223.9605966
134.708,222.803636
134.75,225.1886468
134.792,219.7706118
134.833,225.0579574
134.875,225.9878671
134.917,219.543476
134.958,213.2162186
135,153.6730752
135.042,152.4976347
135.083,150.263661
135.125,146.7981845
135.167,153.3675484
135.208,154.8576566
135.25,154.3854145
135.292,221.9988123
135.333,226.1310934
135.375,226.1090477
135.417,212.243491
135.458,226.0877095
135.5,226.8161232
135.542,225.354032
135.583,226.018233
135.625,226.099737
135.667,226.0750877
135.708,226.173317
135.75,226.1105759
135.792,226.1501959
135.833,226.0876246
135.875,226.061815
135.917,155.8970307
135.958,154.9611497
136,154.8880508
136.042,154.8492798
136.083,154.9777618
136.125,154.9421887
136.167,164.598743
136.208,230.6757055
136.25,226.9530103
136.292,230.2399987
136.333,227.9611412
136.375,225.4105754
136.417,226.6461534
136.458,230.3033058
136.5,234.4744428
136.542,235.5139301
136.583,235.739849
136.625,233.2592125
136.667,234.8251081
136.708,234.2700036
136.75,179.1442921
136.792,161.0163592
136.833,160.7296802
136.875,160.648063
136.917,160.3457341
136.958,160.8171555
137,166.8709217
137.042,167.9570191
137.083,238.2029112
137.125,239.0864372
137.167,239.1254346
137.208,239.0407327
137.25,239.1183596
137.292,238.3095456
137.333,236.6255824
137.375,168.0280804
137.417,165.240587
137.458,165.2693681
137.5,165.1211044
137.542,165.240304
137.583,172.5950778
137.625,236.2632858
137.667,236.5481536
137.708,235.9613814
137.75,237.2338626
137.792,236.2198453
137.833,236.3809572
137.875,236.8094192
137.917,221.2787471
137.958,165.0751169
138,165.4061137
138.042,165.3661824
138.083,165.332279
138.125,165.3613714
138.167,165.4240559
138.208,165.3439103
138.25,165.4035101
138.292,165.4405265
138.333,213.0485411
138.375,236.698087
138.417,236.6070459
138.458,236.6716548
138.5,236.8079476
138.542,236.7214062
138.583,236.8236824
138.625,236.7004642
138.667,236.7832983
138.708,166.0820026
138.75,165.5502173
138.792,165.5058146
138.833,165.4748827
138.875,165.435574
138.917,164.8584521
138.958,165.5669426
139,161.7442069
139.042,208.5845274
139.083,233.3760349
139.125,233.4626612
139.167,233.4386345
139.208,233.538109
139.25,233.5877755
139.292,233.5729746
139.333,233.4884425
139.375,167.5879871
139.417,162.2230995
139.458,162.1849511
139.5,164.1433394
139.542,165.0160265
139.583,164.9102128
139.625,164.5199558
139.667,163.9344571
139.708,164.6535884
139.75,220.7913362
139.792,233.3077753
139.833,233.4392005
139.875,233.3588851
139.917,233.4383515
139.958,233.3522912
140,233.4749434
140.042,233.5931525
140.083,233.5189216
140.125,166.4609962
140.167,162.1580944
140.208,161.8150418
140.25,162.195507
140.292,162.1484441
140.333,161.9966712
140.375,162.0416116
140.417,162.0993153
140.458,162.0640252
140.5,162.1107202
140.542,197.4427891
140.583,233.2248846
140.625,233.3907792
140.667,233.4708399
140.708,233.352744
140.75,233.6330838
140.792,233.4965646
140.833,233.3510743
140.875,233.5318264
140.917,181.0706448
140.958,162.2635402
141,162.2981511
141.042,162.2873971
141.083,161.792515
141.125,162.6968415
141.167,161.7710636
141.208,162.1962994
141.25,162.182772
141.292,162.2198733
141.333,162.2229014
141.375,162.0877689
141.417,219.9629952
141.458,233.2541751
141.5,233.4904518
141.542,233.4717455
141.583,233.3945714
141.625,233.5166859
141.667,233.5043471
141.708,233.3566494
141.75,162.5415594
141.792,162.3214703
141.833,162.2452867
141.875,162.2938212
141.917,162.2526164
141.958,162.2511448
142,162.2785958
142.042,162.214185
142.083,162.1736594
142.125,161.8292767
142.167,162.6233181
142.208,196.8898637
142.25,232.7963094
142.292,234.063923
142.333,232.8401744
142.375,233.5131767
142.417,233.5237326
142.458,215.7214195
142.5,161.9494102
142.542,162.3179894
142.583,162.2645873
142.625,162.2075062
142.667,162.015802
142.708,162.3926165
142.75,162.237957
142.792,162.2785675
142.833,162.293991
142.875,162.3630996
142.917,162.2658891
142.958,162.26371
143,162.2278256
143.042,211.3652571
143.083,233.3473104
143.125,233.5029321
143.167,233.5827664
143.208,233.6236316
143.25,233.519997
143.292,194.7684391
143.333,161.9480235
143.375,162.8862251
143.417,162.3168291
143.458,162.2648986
143.5,165.7800416
143.542,165.82668
143.583,165.6151375
143.625,165.2087495
143.667,165.3951899
143.708,165.559245
143.75,165.6327118
143.792,165.6061381
143.833,165.6209673
143.875,165.5006074
143.917,165.5216626
143.958,165.3506457
144,162.2628044
144.042,162.0788827
144.083,162.0486583
144.125,162.2159962
144.167,162.2225052
144.208,162.1181065
144.25,161.7586116
144.292,162.1979408
144.333,162.0799298
144.375,162.4049836
144.417,162.1788383
144.458,161.7777707
144.5,162.1559719
144.542,162.4942418
144.583,161.9752198
144.625,162.4287839
144.667,161.9452218
144.708,162.5045713
144.75,161.7018418
144.792,162.3347996
144.833,162.0396023
144.875,162.1777912
144.917,162.4000594
144.958,162.1875547
145,161.969956
145.042,162.0734208
145.083,162.0614782
145.125,162.1645468
145.167,162.2261559
145.208,162.1968654
145.25,162.196073
145.292,162.1385957
145.333,162.0744113
145.375,162.1739707
145.417,135.1068602
145.458,164.1093794
145.5,164.1158884
145.542,164.1018799
145.583,164.0087729
145.625,164.0994178
145.667,164.1570366
145.708,164.1789125
145.75,164.0603638
145.792,163.9964058
145.833,163.6698521
145.875,205.529033
145.917,164.3499577
145.958,163.0199709
146,151.2254365
146.042,149.8089366
146.083,148.1211812
146.125,142.0977809
146.167,142.9108965
146.208,152.7425712
146.25,156.972742
146.292,157.0505387
146.333,145.3729116
146.375,148.8051073
146.417,150.0269315
146.458,150.6034591
146.5,163.4804119
146.542,164.3155449
146.583,164.2179382
146.625,164.1593289
146.667,164.1781484
146.708,164.1388114
146.75,164.2111179
146.792,164.1379341
146.833,164.1911098
146.875,164.1255104
146.917,164.1160865
146.958,163.7039819
147,156.7034392
147.042,150.9015996
147.083,150.2343988
147.125,150.0321387
147.167,150.0008672
147.208,150.156121
147.25,150.147914
147.292,150.0089893
147.333,150.7653917
147.375,149.849349
147.417,134.6663141
147.458,134.1687435
147.5,134.9555118
147.542,134.3743147
147.583,135.8628381
147.625,205.9715035
147.667,205.8019582
147.708,205.2361563
147.75,205.933157
147.792,206.5663412
147.833,205.4041451
147.875,146.9276853
147.917,134.713377
147.958,134.6091481
148,134.324818
148.042,123.7422311
148.083,131.972522
148.125,131.963749
148.167,134.1149452
148.208,134.5718487
148.25,134.388493
148.292,132.4384249
148.333,134.6789076
148.375,134.6086104
148.417,134.6238358
148.458,134.5712544
148.5,134.4476117
148.542,134.5921398
148.583,204.5797378
148.625,205.7462638
148.667,205.8341353
148.708,205.8453704
148.75,205.8648408
148.792,205.8164478
148.833,205.9248651
148.875,205.9350531
148.917,153.8705243
148.958,128.6104537
149,130.3365556
149.042,126.5192818
149.083,128.4005809
149.125,132.0274806
149.167,129.2751075
149.208,131.8636519
149.25,133.1781586
149.292,117.2765301
149.333,133.7364044
149.375,134.276425
149.417,134.964398
149.458,202.3309066
149.5,205.885896
149.542,205.8446629
149.583,205.879953
149.625,205.8028921
149.667,206.6026218
149.708,205.2774743
149.75,173.5216481
149.792,134.7922774
149.833,134.6419761
149.875,134.5636134
149.917,134.7197728
149.958,134.7112828
150,134.830822
150.042,133.7216318
150.083,114.8208259
150.125,113.9415166
150.167,114.0087574
150.208,114.5977653
150.25,133.8485007
150.292,134.7992675
150.333,134.7275553
150.375,134.6433345
150.417,134.6679272
150.458,134.6145817
150.5,134.6211473
150.542,169.2499329
150.583,205.9035552
150.625,205.9562215
150.667,205.854766
150.708,205.8262962
150.75,205.9951057
150.792,206.0475173
150.833,206.0264621
150.875,205.4445858
150.917,204.9536091
150.958,135.0553542
151,134.4079634
151.042,135.1463953
151.083,134.3299969
151.125,134.7218387
151.167,135.0284126
151.208,134.8160494
151.25,134.1934494
151.292,134.6193361
151.333,135.0413174
151.375,134.3705508
151.417,134.7503934
151.458,134.7897021
151.5,134.7754955
151.542,134.6894069
151.583,134.7250932
151.625,134.7899568
151.667,134.5902154
151.708,169.7267313
151.75,205.8877638
151.792,205.9435148
151.833,205.9233935
151.875,205.9169128
151.917,206.0033127
151.958,206.0429044
152,135.3530136
152.042,134.7055096
152.083,134.9292211
152.125,134.8292938
152.167,134.8954875
152.208,134.7155278
152.25,134.7879192
152.292,134.7939188
152.333,134.7693544
152.375,134.7202256
152.417,119.9885474
152.458,114.3711106
152.5,114.9635711
152.542,116.6473645
152.583,117.1386242
152.625,120.9195891
152.667,119.2154197
152.708,117.8733205
152.75,116.9791254
152.792,117.1978561
152.833,185.3025985
152.875,187.1883407
152.917,187.4589453
152.958,186.1767006
153,186.6573195
153.042,186.2467431
153.083,186.8107055
153.125,186.9428948
153.167,187.3017388
153.208,187.2504592
153.25,189.1677842
153.292,124.4023569
153.333,113.9456484
153.375,113.0911865
153.417,113.8613993
153.458,112.6970524
153.5,112.6233875
153.542,114.726502
153.583,115.1870279
153.625,113.8215812
153.667,114.1474274
153.708,142.8487214
153.75,184.4852379
153.792,185.4796716
153.833,185.2685536
153.875,185.3311249
153.917,185.46688
153.958,185.3765181
154,115.1281356
154.042,114.3206234
154.083,114.9649295
154.125,116.2177422
154.167,117.0145853
154.208,114.957996
154.25,115.548334
154.292,114.6493562
154.333,115.1903956
154.375,115.4481237
154.417,114.2630046
154.458,108.8298291
154.5,114.7682445
154.542,113.5977565
154.583,113.6717327
154.625,113.8732853
154.667,113.5145262
154.708,143.5746447
154.75,185.4799546
154.792,186.2052836
154.833,186.5332523
154.875,163.9187223
154.917,115.1968197
154.958,115.1777738
155,115.0966377
155.042,115.0837046
155.083,115.1191645
155.125,115.1665104
155.167,115.1397386
155.208,115.137984
155.25,115.2240726
155.292,115.0923361
155.333,115.1367105
155.375,115.0704319
155.417,115.0970056
155.458,115.0739694
155.5,170.4153552
155.542,186.2647985
155.583,186.4293064
155.625,185.9010869
155.667,186.9832506
155.708,185.8755886
155.75,186.9629312
155.792,116.6113386
155.833,114.9119802
155.875,115.5494094
155.917,115.1683499
155.958,115.203074
156,121.6851324
156.042,121.2635473
156.083,121.5667252
156.125,121.973
156.167,121.2282572
156.208,121.6411542
156.25,121.95602
156.292,121.3785868
156.333,121.6495593
156.375,121.7900971
156.417,121.6488801
156.458,121.560669
156.5,121.4422335
156.542,121.4000382
156.583,171.7060616
156.625,192.6700507
156.667,192.8131638
156.708,192.8105036
156.75,192.8075321
156.792,192.8488784
156.833,192.8104753
156.875,192.9081669
156.917,192.8958281
156.958,165.6943775
157,115.2495992
157.042,106.7769754
157.083,104.4556396
157.125,101.5404283
157.167,101.4641032
157.208,102.3109241
157.25,120.9343051
157.292,121.7563918
157.333,121.6590681
157.375,121.6711522
157.417,121.538312
157.458,176.2938029
157.5,192.7909766
157.542,192.2632382
157.583,194.6472868
157.625,195.2316535
157.667,193.8116727
157.708,195.113218
157.75,194.1415092
157.792,191.7532439
157.833,185.8213941
157.875,172.7622176
157.917,115.2471371
157.958,112.9420455
158,91.6682846
158.042,91.5503868
158.083,91.3553715
158.125,91.539463
158.167,92.5527728
158.208,111.200605
158.25,112.3258696
158.292,113.2983991
158.333,113.2569962
158.375,113.1111946
158.417,113.2430443
158.458,112.933697
158.5,113.0335677
158.542,112.7115137
158.583,113.1606913
158.625,113.1804164
158.667,113.0574529
158.708,164.9188726
158.75,185.9505836
158.792,185.9827607
158.833,185.5610624
158.875,185.8585803
158.917,174.1504741
158.958,115.258259
159,113.4102124
159.042,112.2984469
159.083,111.9154064
159.125,111.6543106
159.167,112.2973432
159.208,111.6804315
159.25,112.3432741
159.292,112.004891
159.333,113.7142676
159.375,132.5804626
159.417,172.4371355
159.458,172.9854763
159.5,174.1099768
159.542,174.6272159
159.583,174.5164214
159.625,174.8863024
159.667,154.4220064
159.708,103.8906584
159.75,103.99401
159.792,103.870056
159.833,103.8289644
159.875,103.9170057
159.917,103.6650791
159.958,102.2331274
160,102.2701155
160.042,102.224694
160.083,102.2734266
160.125,102.2039784
160.167,102.3285833
160.208,102.3440068
160.25,102.3781649
160.292,102.2381931
160.333,102.3489876
160.375,100.8878586
160.417,92.2689521
160.458,92.1197545
160.5,158.9968712
160.542,163.2190048
160.583,163.2154107
160.625,163.2983297
160.667,162.8505105
160.708,163.8268039
160.75,163.3788998
160.792,162.8652831
160.833,163.8382654
160.875,163.3656837
160.917,105.0186964
160.958,92.2831587
161,92.3023744
161.042,92.0530231
161.083,92.1889763
161.125,92.1869387
161.167,92.1744584
161.208,92.1972399
161.25,92.1805995
161.292,129.0045878
161.333,163.2493424
161.375,163.3313558
161.417,163.242324
161.458,163.3880124
161.5,163.3991343
161.542,163.3968137
161.583,163.4129164
161.625,163.4110486
161.667,163.393729
161.708,163.4529892
161.75,163.4787139
161.792,163.554756
161.833,163.4914206
161.875,110.2191044
161.917,90.462931
161.958,76.9609444
162,91.9257014
162.042,90.0501472
162.083,84.6126701
162.125,92.3529182
162.167,92.2476139
162.208,92.3047516
162.25,92.2601225
162.292,92.1560917
162.333,92.5119076
162.375,161.5441542
162.417,163.0128676
162.458,163.901148
162.5,163.236664
162.542,163.2671997
162.583,163.7912874
162.625,163.0101508
162.667,163.346751
162.708,163.766157
162.75,141.0679722
162.792,150.762873
162.833,163.2261364
162.875,162.9840299
162.917,96.7679163
162.958,92.3192695
163,92.4287056
163.042,92.3001387
163.083,91.3587675
163.125,88.6493255
163.167,89.6936238
163.208,88.3778436
163.25,92.4828718
163.292,92.3571349
163.333,92.5230012
163.375,97.9891745
163.417,163.0319984
163.458,163.6577114
163.5,163.6237797
163.542,163.6063752
163.583,163.6951523
163.625,163.6559285
163.667,163.7198299
163.708,163.6458254
163.75,163.6564662
163.792,163.6463348
163.833,159.3665258
163.875,92.8203493
163.917,92.6360314
163.958,92.6622938
164,92.6358899
164.042,92.5851197
164.083,92.0361563
164.125,91.2020704
164.167,90.6124116
164.208,88.0518559
164.25,92.443365
164.292,93.8429132
164.333,112.7076932
164.375,166.5534806
164.417,166.6688597
164.458,166.1392535
164.5,168.3507853
164.542,150.2760847
164.583,150.4963153
164.625,149.4270281
164.667,148.936674
164.708,149.1496881
164.75,149.1673473
164.792,149.3743901
164.833,94.1245265
164.875,78.0570317
164.917,77.9510199
164.958,77.746892
165,74.1206715
165.042,73.6468729
165.083,73.5552658
165.125,73.5387103
165.167,73.5899899
165.208,73.6072246
165.25,73.5230887
165.292,73.5807075
165.333,136.9681795
165.375,144.4828483
165.417,144.4252578
165.458,144.5420519
165.5,144.5765213
165.542,144.5455894
165.583,144.5262039
165.625,144.270004
165.667,144.5551548
165.708,144.4499637
165.75,144.4498788
165.792,144.2695795
165.833,144.504045
165.875,144.7473684
165.917,108.3214479
165.958,73.5922822
166,76.7930971
166.042,77.1967966
166.083,72.5127504
166.125,64.1404501
166.167,73.7910331
166.208,77.1184905
166.25,76.9956968
166.292,77.036279
166.333,76.9545769
166.375,76.8839118
166.417,138.8281404
166.458,148.1664046
166.5,147.8573969
166.542,148.0753918
166.583,148.0967017
166.625,148.1110781
166.667,148.107767
166.708,148.1265582
166.75,148.1523961
166.792,148.1527357
166.833,88.9992267
166.875,77.0703522
166.917,76.9930932
166.958,77.0260061
167,76.8473482
167.042,76.6140996
167.083,75.9148066
167.125,76.7195171
167.167,76.5227755
167.208,76.7689289
167.25,76.5085689
167.292,76.9682458
167.333,76.7141118
167.375,76.866479
167.417,77.0409485
167.458,126.2391967
167.5,147.6064042
167.542,148.1776963
167.583,147.955513
167.625,147.743263
167.667,147.7743647
167.708,148.3900029
167.75,147.983247
167.792,94.3637464
167.833,76.930154
167.875,77.0313831
167.917,76.5590561
167.958,76.7542695
168,65.3014293
168.042,70.3348107
168.083,76.688755
168.125,76.7748153
168.167,76.8218216
168.208,76.840726
168.25,76.8856381
168.292,76.8460747
168.333,76.8459332
168.375,76.8167559
168.417,141.0892821
168.458,147.8804897
168.5,147.9563054
168.542,147.9582581
168.583,147.9850582
168.625,148.0003685
168.667,147.9647105
168.708,147.9808132
168.75,148.0485351
168.792,148.0467522
168.833,78.465146
168.875,77.1631479
168.917,76.8397638
168.958,76.6005439
169,77.0856342
169.042,76.8831194
169.083,76.7123855
169.125,76.9383327
169.167,77.1908253
169.208,76.9858767
169.25,76.8345566
169.292,77.1150379
169.333,76.98449
169.375,76.9594445
169.417,76.915155
169.458,109.9697814
169.5,147.6254218
169.542,148.1757153
169.583,148.0064247
169.625,147.8402188
169.667,147.5323148
169.708,147.1127956
169.75,148.0518179
169.792,148.3478642
169.833,148.2343246
169.875,148.4424428
169.917,101.9489954
169.958,77.2387938
170,77.1467905
170.042,71.0260099
170.083,54.1360039
170.125,56.7807804
170.167,70.2356192
170.208,77.0049792
170.25,77.1762225
170.292,77.1540919
170.333,77.0768046
170.375,77.6047977
170.417,77.0286663
170.458,87.6595047
170.5,147.7661011
170.542,147.9809264
170.583,148.0844195
170.625,147.8682075
170.667,148.3134514
170.708,148.1374254
170.75,147.9274111
170.792,148.1919029
170.833,148.3896916
170.875,148.2007608
170.917,121.4690053
170.958,77.2874981
171,77.3745489
171.042,76.8964487
171.083,77.1541202
171.125,77.4110842
171.167,76.9886218
171.208,77.2381146
171.25,77.2773384
171.292,77.289564
171.333,77.25617
171.375,77.2173141
171.417,77.2800835
171.458,77.1419229
171.5,138.7674935
171.542,148.3080461
171.583,148.1630935
171.625,148.0219614
171.667,148.2218443
171.708,148.2602191
171.75,148.6235628
171.792,144.1491064
171.833,77.5646683
171.875,77.2336432
171.917,77.2285492
171.958,77.0570795
172,74.3287897
172.042,74.1617914
172.083,74.0145748
172.125,74.4130954
172.167,74.1777526
172.208,74.2348054
172.25,74.2484177
172.292,74.0782215
172.333,74.4470271
172.375,74.1735642
172.417,73.981577
172.458,128.7555195
172.5,145.0856383
172.542,144.7510757
172.583,144.9538169
172.625,144.9867581
172.667,144.6991735
172.708,145.1960366
172.75,145.0388867
172.792,120.3363544
172.833,74.2580963
172.875,74.178262
172.917,74.0635621
172.958,74.1431134
173,74.081759
173.042,74.1842616
173.083,74.1832428
173.125,74.2261456
173.167,74.2937826
173.208,74.2410031
173.25,74.3073949
173.292,74.2883207
173.333,74.2919148
173.375,74.2605301
173.417,74.2644072
173.458,79.0482675
173.5,144.7879789
173.542,144.9681367
173.583,145.0255008
173.625,145.1186644
173.667,144.9421007
173.708,145.0143506
173.75,145.0459617
173.792,145.0982035
173.833,145.0711487
173.875,83.939215
173.917,74.160433
173.958,74.5556708
174,74.4752705
174.042,74.2462386
174.083,74.673795
174.125,74.4193214
174.167,74.3199601
174.208,74.5500391
174.25,74.743413
174.292,74.3407323
174.333,74.5258709
174.375,74.7413471
174.417,74.249861
174.458,135.3032056
174.5,145.0995619
174.542,144.9471664
174.583,145.3229338
174.625,145.1658971
174.667,145.1000996
174.708,145.0180862
174.75,92.0906055
174.792,74.4474516
174.833,74.3616177
174.875,74.3664853
174.917,74.2662184
174.958,74.2692182
175,71.2218742
175.042,72.315273
175.083,74.3663155
175.125,74.4338393
175.167,74.4565925
175.208,74.4908355
175.25,74.5127397
175.292,74.5075325
175.333,74.4813267
175.375,74.4520079
175.417,124.1330541
175.458,145.1652745
175.5,145.2257799
175.542,145.1773303
175.583,144.9544678
175.625,145.4219272
175.667,145.191452
175.708,144.9858242
175.75,145.3727135
175.792,145.2305909
175.833,145.1652179
175.875,145.0374717
175.917,72.0188871
175.958,72.5257967
176,41.1937913
176.042,46.5122386
176.083,46.6387679
176.125,46.3329015
176.167,46.5387557
176.208,47.6552756
176.25,73.3890882
176.292,74.6600129
176.333,74.5988
176.375,74.6678803
176.417,74.6284301
176.458,74.5453696
176.5,125.9052284
176.542,145.2104413
176.583,145.2652584
176.625,145.2810498
176.667,145.2306475
176.708,145.2686827
176.75,145.3003221
176.792,145.2911246
176.833,145.340027
176.875,93.6550295
176.917,74.7281027
176.958,72.4809129
177,34.7152987
177.042,33.4185927
177.083,33.4511377
177.125,33.5011438
177.167,33.7886435
177.208,35.0004495
177.25,72.502053
177.292,74.4275284
177.333,74.9770578
177.375,74.7236596
177.417,132.1548589
177.458,144.9106028
177.5,145.879142
177.542,145.5737284
177.583,145.2989071
177.625,145.670854
177.667,145.4314643
177.708,145.0534612
177.75,145.4402373
177.792,145.8486912
177.833,76.9908858
177.875,74.844444
177.917,74.9916323
177.958,74.5907628
178,74.7980603
178.042,74.8416423
178.083,74.9187315
178.125,74.9074398
178.167,74.9848686
178.208,74.994434
178.25,74.9854346
178.292,75.035469
178.333,75.0351294
178.375,74.971511
178.417,74.875857
178.458,74.829445
178.5,74.8047108
178.542,123.9703008
178.583,145.3956931
178.625,145.4383129
178.667,145.4238516
178.708,145.4244459
178.75,89.0361582
178.792,74.7581856
178.833,74.7743449
178.875,74.7366493
178.917,74.7068777
178.958,74.7022082
179,74.542483
179.042,75.0056974
179.083,74.792938
179.125,74.8436799
179.167,74.655966
179.208,75.1248121
179.25,74.7126226
179.292,74.9489276
179.333,75.1771954
179.375,74.8338315
179.417,74.9954811
179.458,75.2216547
179.5,74.9054022
179.542,74.7732129
179.583,74.9046947
179.625,74.9142601
179.667,74.8459156
179.708,126.7173818
179.75,145.3704778
179.792,145.4346339
179.833,145.5128834
179.875,77.4487232
179.917,74.8836678
179.958,74.7290083
180,68.3490563
180.042,68.0119467
180.083,68.0869983
180.125,68.0386053
180.167,68.1052518
180.208,68.5301197
180.25,74.8151818
180.292,75.1010118
180.333,75.1430373
180.375,75.1648
180.417,75.1842138
180.458,75.0949273
180.5,75.0493926
180.542,75.0098009
180.583,105.7625902
180.625,145.4467463
180.667,145.5412683
180.708,145.5085818
180.75,145.5260995
180.792,145.5819354
180.833,145.5831806
180.875,145.6124145
180.917,82.3445949
180.958,74.4799683
181,54.7005889
181.042,53.5964644
181.083,54.3740352
181.125,67.6864684
181.167,68.4976879
181.208,74.6415896
181.25,75.1635548
181.292,75.1917699
181.333,75.2749719
181.375,75.2687742
181.417,75.2380121
181.458,75.2278807
181.5,75.1589136
181.542,114.0650178
181.583,145.5616726
181.625,145.6286021
181.667,145.6983616
181.708,145.6328188
181.75,145.7299444
181.792,145.7450283
181.833,145.7324631
181.875,88.0047081
181.917,75.2008825
181.958,74.8782059
182,68.4033923
182.042,68.2429879
182.083,68.2877302
182.125,68.3230769
182.167,68.2465254
182.208,68.3593575
182.25,68.2592038
182.292,68.760227
182.333,74.9816424
182.375,75.4283579
182.417,75.2480586
182.458,75.4174058
182.5,75.6641535
182.542,76.7447041
182.583,75.1307268
182.625,75.3624189
182.667,76.3529189
182.708,96.433099
182.75,145.1872919
182.792,145.695758
182.833,146.1954511
182.875,145.3411307
182.917,145.7984587
182.958,118.4593003
183,67.2831085
183.042,74.7526388
183.083,58.6539857
183.125,57.2900106
183.167,59.5278897
183.208,59.7932305
183.25,66.0329277
183.292,72.7987785
183.333,68.115836
183.375,73.3936162
183.417,69.0846582
183.458,73.7355085
183.5,75.5176161
