$Lewiston qdt year 2017 YC 06/22/22,
114.167,6.657854367
114.208,6.908186633
114.250,10.794344300
114.292,8.788689530
114.333,5.961959267
114.375,5.267923333
114.417,10.302690000
114.458,4.627748233
114.500,9.581725267
114.542,9.882582500
114.583,5.522610800
114.625,4.895299600
114.667,1.837619933
114.708,-4.627646400
114.750,-14.560741770
114.792,8.803659100
114.833,33.745569630
114.875,9.644424700
114.917,6.982619833
114.958,8.303669567
115.000,16.245207870
115.042,3.358944600
115.083,7.203421567
115.125,8.444681830
115.167,5.169051800
115.208,8.741976233
115.250,4.467453000
115.292,10.611438570
115.333,7.160989367
115.375,5.193652533
115.417,7.801794467
115.458,8.366530767
115.500,9.611496500
115.542,7.694799300
115.583,2.643891800
115.625,9.043554533
115.667,6.377352533
115.708,1.213404433
115.750,-27.181156930
115.792,17.870532000
115.833,8.102461433
115.875,35.974312770
115.917,4.384558400
115.958,5.003232333
116.000,11.855545400
116.042,9.727356000
116.083,5.308590000
116.125,8.523200300
116.167,3.878908200
116.208,9.678982170
116.250,8.318583367
116.292,5.588608733
116.333,9.859849200
116.375,6.869928867
116.417,6.920207867
116.458,5.939177867
116.500,8.851002700
116.542,6.358983100
116.583,5.518514633
116.625,7.213338933
116.667,7.428343033
116.708,6.611843733
116.750,2.582207133
116.792,-1.873625967
116.833,7.725912667
116.875,6.028593733
116.917,5.756110633
116.958,7.434935233
117.000,9.278638467
117.042,5.924788833
117.083,6.117319233
117.125,8.787740567
117.167,0.873132867
117.208,-17.307778400
117.250,18.665474970
117.292,24.206526530
117.333,0.063790500
117.375,21.582108270
117.417,13.519469970
117.458,4.443893200
117.500,8.521974800
117.542,7.349920400
117.583,4.450736200
117.625,3.127967500
117.667,9.176801233
117.708,-3.357709933
117.750,-17.569620100
117.792,11.426941970
117.833,1.784330630
117.875,27.281626970
117.917,3.301181470
117.958,12.100926030
118.000,8.968343733
118.042,8.162928433
118.083,8.382895433
118.125,10.679369670
118.167,6.987265167
118.208,-20.352583830
118.250,19.691570570
118.292,25.699197230
118.333,0.899789030
118.375,9.547055633
118.417,13.992146570
118.458,8.064132933
118.500,12.819527530
118.542,7.785312167
118.583,22.812507070
118.625,13.512251470
118.667,11.822880100
118.708,-3.320663867
118.750,-19.042041030
118.792,-4.045293600
118.833,1.845965033
118.875,19.186255200
118.917,1.221854100
118.958,9.779826167
119.000,4.111319267
119.042,1.274005133
119.083,-2.120405000
119.125,-7.136901100
119.167,0.705773500
119.208,-12.120205030
119.250,16.894958100
119.292,40.543758900
119.333,13.395249100
119.375,41.585801170
119.417,-72.497542900
119.458,-21.684743270
119.500,-61.575861670
119.542,-21.301990400
119.583,-43.853536330
119.625,-32.511424700
119.667,-60.990790130
119.708,-35.458227800
119.750,-3.666073300
119.792,-16.929473600
119.833,9.860340167
119.875,-2.585256700
119.917,8.371034433
119.958,3.155806833
120.000,2.730431633
120.042,7.207550900
120.083,3.123882500
120.125,-7.454377700
120.167,-3.214700967
120.208,-4.905364733
120.250,-13.342547300
120.292,-8.647606767
120.333,-15.202054130
120.375,-6.706572670
120.417,3.006898100
120.458,12.493976800
120.500,-49.689143800
120.542,-10.817058000
120.583,-14.972090730
120.625,-38.369162030
120.667,-46.157617700
120.708,-5.293104230
120.750,-6.548843570
120.792,-14.603257070
120.833,-17.433275700
120.875,-20.869620600
120.917,-38.539673270
120.958,1.351350867
121.000,-34.602732370
121.042,-9.933718030
121.083,-17.120707800
121.125,-22.710182300
121.167,-32.451882430
121.208,-48.823796730
121.250,-43.540839970
121.292,-1.838735530
121.333,-140.797554800
121.375,-80.232747670
121.417,-0.139817070
121.458,6.628669900
121.500,80.902956670
121.542,23.713258600
121.583,57.020910730
121.625,25.551675300
121.667,8.010056170
121.708,26.746883470
121.750,4.660273030
121.792,21.149117070
121.833,21.391471570
121.875,13.406795000
121.917,12.719772130
121.958,16.945163700
122.000,16.133071800
122.042,16.498807800
122.083,19.568640530
122.125,14.957433500
122.167,21.759048500
122.208,-11.374893070
122.250,-4.873518270
122.292,4.863232030
122.333,14.677393730
122.375,11.646777900
122.417,20.558609670
122.458,11.057434930
122.500,48.347380530
122.542,48.750147370
122.583,15.576121600
122.625,15.416339100
122.667,18.607774000
122.708,6.235740400
122.750,-6.127124100
122.792,20.282273070
122.833,5.365457900
122.875,43.811027630
122.917,12.342488200
122.958,27.512422400
123.000,28.278000630
123.042,16.360519400
123.083,22.971805130
123.125,16.652705930
123.167,14.620266100
123.208,11.308874700
123.250,-14.547403870
123.292,-6.983193100
123.333,2.221076770
123.375,19.759296800
123.417,16.158450930
123.458,15.030108230
123.500,14.136548430
123.542,34.117158130
123.583,24.194406630
123.625,52.392569970
123.667,5.132694530
123.708,10.245067630
123.750,11.240998200
123.792,17.845424830
123.833,16.831881170
123.875,19.221570030
123.917,17.120201400
123.958,15.419962730
124.000,15.814724800
124.042,14.373088800
124.083,-7.451413130
124.125,1.567177500
124.167,-13.290075730
124.208,19.065512870
124.250,15.337509800
124.292,11.218164470
124.333,23.683521800
124.375,16.517016600
124.417,23.893434500
124.458,21.268655070
124.500,47.939188300
124.542,21.736404500
124.583,2.509114230
124.625,22.742943230
124.667,19.816847130
124.708,13.726286970
124.750,10.333069270
124.792,-0.209466030
124.833,9.579033070
124.875,34.786261070
124.917,18.594408900
124.958,-10.381137170
125.000,15.931404470
125.042,-14.156001500
125.083,27.872514670
125.125,10.115421270
125.167,13.682737670
125.208,16.105883800
125.250,11.666735170
125.292,11.714634770
125.333,11.291013170
125.375,9.750402530
125.417,10.355701000
125.458,38.619311630
125.500,38.238885600
125.542,45.918156200
125.583,-9.446583770
125.625,19.504368530
125.667,13.109083400
125.708,16.392261530
125.750,12.938859400
125.792,6.478142900
125.833,21.970919300
125.875,10.638146270
125.917,17.062744800
125.958,-26.542141700
126.000,12.494149730
126.042,11.869572930
126.083,18.378104370
126.125,9.928185430
126.167,14.213448370
126.208,9.341927770
126.250,12.174476730
126.292,13.404563270
126.333,13.086850100
126.375,8.758329930
126.417,10.502923470
126.458,12.613606300
126.500,39.099060670
126.542,55.020770200
126.583,15.803594800
126.625,8.749227100
126.667,12.985483900
126.708,10.981719500
126.750,11.689014600
126.792,24.226235830
126.833,-8.256162233
126.875,-16.559689300
126.917,4.204201400
126.958,15.842451100
127.000,11.784488400
127.042,25.415019130
127.083,7.641605267
127.125,11.303203930
127.167,7.281024700
127.208,9.181045000
127.250,15.381955870
127.292,9.728775100
127.333,11.271526230
127.375,13.750655430
127.417,8.052930800
127.458,37.147101600
127.500,51.670177630
127.542,24.045215170
127.583,2.464424170
127.625,11.785150200
127.667,7.424833930
127.708,15.505055700
127.750,10.873251270
127.792,-34.341973700
127.833,17.783782200
127.875,-0.871738970
127.917,17.301117630
127.958,10.736120200
128.000,11.630518270
128.042,14.304230500
128.083,12.548199570
128.125,8.779105370
128.167,7.790494067
128.208,10.755495830
128.250,13.224308470
128.292,9.649838800
128.333,39.742744800
128.375,19.288573030
128.417,41.726848070
128.458,3.596692830
128.500,18.649324730
128.542,11.493506870
128.583,14.022613770
128.625,18.355140400
128.667,-38.376596770
128.708,-11.237636400
128.750,-8.472839830
128.792,12.634689800
128.833,23.439844570
128.875,34.141673000
128.917,54.517336330
128.958,55.826242470
129.000,0.624924600
129.042,47.583817800
129.083,4.820378670
129.125,17.478239130
129.167,-24.087061000
129.208,-12.218177870
129.250,-17.164668700
129.292,11.219209500
129.333,9.192520700
129.375,27.430395230
129.417,8.872687300
129.458,15.529536500
129.500,11.975695000
129.542,1.317534233
129.583,11.875465730
129.625,48.737611700
129.667,24.718359470
129.708,13.781739800
129.750,-6.028190200
129.792,8.137012500
129.833,23.451524670
129.875,41.295129330
129.917,19.102238070
129.958,24.204063730
130.000,22.265187530
130.042,-31.795828530
130.083,-9.533831800
130.125,15.193759870
130.167,10.799484300
130.208,20.301089400
130.250,13.195601630
130.292,10.934319570
130.333,3.860731800
130.375,11.164026870
130.417,11.498352700
130.458,8.139564200
130.500,17.185176470
130.542,9.466496130
130.583,29.101108470
130.625,48.599275930
130.667,10.519431370
130.708,10.244861330
130.750,-14.889588900
130.792,2.594015100
130.833,39.548321100
130.875,46.755114530
130.917,7.971450200
130.958,26.188389930
131.000,19.849110600
131.042,-27.572357800
131.083,-3.678962700
131.125,-0.618694970
131.167,20.460428030
131.208,11.163318400
131.250,13.495843730
131.292,13.283667470
131.333,11.679525430
131.375,13.020751730
131.417,12.406043770
131.458,9.924260933
131.500,12.264528470
131.542,10.201685330
131.583,9.772006630
131.625,11.623682670
131.667,42.455440430
131.708,-1.937472970
131.750,22.734731100
131.792,9.826261530
131.833,19.149744500
131.875,43.543550700
131.917,18.778530200
131.958,28.836414330
132.000,5.771654430
132.042,19.753686330
132.083,-36.674212730
132.125,14.861604470
132.167,-15.805850800
132.208,14.757244370
132.250,22.338228430
132.292,11.466346930
132.333,18.230978670
132.375,13.623085970
132.417,10.102666330
132.458,10.535995430
132.500,13.024523170
132.542,14.408591830
132.583,6.968004933
132.625,5.954208767
132.667,31.307093630
132.708,21.980087070
132.750,18.835693200
132.792,1.878228470
132.833,24.138684130
132.875,46.824169530
132.917,6.642124970
132.958,25.510396930
133.000,13.459414530
133.042,24.052742500
133.083,-12.142374170
133.125,-8.903603030
133.167,0.192167000
133.208,21.259532270
133.250,15.339097430
133.292,8.457364870
133.333,12.329718500
133.375,9.925172770
133.417,6.065683870
133.458,11.259706900
133.500,10.325756070
133.542,10.514990470
133.583,11.003607570
133.625,8.175689033
133.667,7.093259333
133.708,-12.396600070
133.750,28.194620230
133.792,20.447113500
133.833,38.517144930
133.875,48.729489800
133.917,15.288742700
133.958,26.547642830
134.000,13.266423800
134.042,8.057013270
134.083,17.236204500
134.125,15.871540670
134.167,-35.362270800
134.208,-0.538696000
134.250,2.434087430
134.292,24.664298970
134.333,13.195083470
134.375,12.141567470
134.417,10.576315900
134.458,11.108583770
134.500,10.865242270
134.542,8.787525967
134.583,12.680798300
134.625,10.125398470
134.667,2.786808600
134.708,15.979155970
134.750,28.697106370
134.792,-9.613189967
134.833,48.609714530
134.875,16.185657200
134.917,40.982918300
134.958,24.135390900
135.000,16.925611300
135.042,21.211871500
135.083,-3.748552133
135.125,-27.605303430
135.167,-11.655294030
135.208,35.239067600
135.250,19.311942900
135.292,16.068917630
135.333,13.470334270
135.375,9.067732270
135.417,7.030119600
135.458,12.850337530
135.500,12.220756030
135.542,10.983836000
135.583,10.348710700
135.625,14.340793600
135.667,15.658674070
135.708,29.879982800
135.750,47.189631930
135.792,30.412144300
135.833,10.341302930
135.875,13.827033730
135.917,17.532539300
135.958,17.603103230
136.000,-24.202440970
136.042,-1.476373770
136.083,-2.773399570
136.125,36.244352800
136.167,29.405226800
136.208,13.836519700
136.250,-3.706760170
136.292,11.779642170
136.333,12.692701300
136.375,39.395916170
136.417,18.787532130
136.458,56.489932330
136.500,18.866770270
136.542,11.606823900
136.583,17.996490000
136.625,12.754025000
136.667,17.886353270
136.708,15.964771630
136.750,13.859618000
136.792,-10.877399570
136.833,-11.112836000
136.875,25.440580830
136.917,12.586457300
136.958,12.162735900
137.000,16.622695530
137.042,6.597086200
137.083,42.234638900
137.125,50.833133570
137.167,37.292071430
137.208,2.922363330
137.250,11.585383930
137.292,16.972305130
137.333,10.588093330
137.375,17.152075770
137.417,21.837039030
137.458,19.668029870
137.500,-32.121817500
137.542,-0.937663730
137.583,16.893308370
137.625,17.451762170
137.667,-14.106342970
137.708,30.620193230
137.750,12.584613830
137.792,17.441991370
137.833,5.810128530
137.875,43.033996700
137.917,52.469091600
137.958,42.680073770
138.000,-10.821983070
138.042,21.702539400
138.083,15.787319500
138.125,13.457730430
138.167,20.608238230
138.208,18.965681300
138.250,14.456118470
138.292,17.404966130
138.333,20.982837230
138.375,11.659519170
138.417,-0.345747600
138.458,56.616367730
138.500,34.578871670
138.542,-3.082495267
138.583,7.681850767
138.625,5.461650800
138.667,15.635290870
138.708,-7.573976900
138.750,6.321074100
138.792,-4.477619633
138.833,7.379354533
138.875,30.171409770
138.917,11.453132730
138.958,-6.740252000
139.000,35.650535770
139.042,34.950694270
139.083,29.906524100
139.125,-13.845075100
139.167,17.642923670
139.208,17.294526970
139.250,16.240509970
139.292,25.203915300
139.333,22.296384200
139.375,25.430322830
139.417,19.433118330
139.458,23.265765500
139.500,29.812092370
139.542,19.692948930
139.583,18.647122530
139.625,21.499223200
139.667,16.863331970
139.708,27.275050970
139.750,15.544618070
139.792,18.589305370
139.833,13.859722470
139.875,18.000993370
139.917,-7.773041100
139.958,1.192019630
140.000,-32.063410570
140.042,15.332061030
140.083,28.215863870
140.125,22.525073600
140.167,-8.114681470
140.208,10.328049100
140.250,22.253762200
140.292,11.633622000
140.333,8.212484000
140.375,10.245873930
140.417,6.037554333
140.458,11.125929930
140.500,-2.478634467
140.542,8.599967270
140.583,-20.017313930
140.625,-79.521215970
140.667,-62.802797170
140.708,-66.454410300
140.750,-100.026243400
140.792,-89.172400500
140.833,-109.912438700
140.875,-86.025998430
140.917,-90.219134500
140.958,-40.475433800
141.000,-7.787844100
141.042,-9.573964000
141.083,47.020019570
141.125,21.943896370
141.167,25.886600930
141.208,18.258428600
141.250,30.910112670
141.292,19.089857730
141.333,22.356883300
141.375,11.218230870
141.417,30.193360970
141.458,-7.627286430
141.500,-6.187952900
141.542,-5.638055730
141.583,30.390307070
141.625,11.238653200
141.667,11.738330130
141.708,16.536950000
141.750,13.541856930
141.792,16.979869500
141.833,37.079757770
141.875,47.270539230
141.917,48.859032530
141.958,-12.273047530
142.000,17.523254170
142.042,20.932881600
142.083,7.076895870
142.125,17.956432600
142.167,19.123158470
142.208,-31.120078600
142.250,18.905560300
142.292,-20.044415200
142.333,29.161408800
142.375,13.170736100
142.417,16.195040130
142.458,14.697291070
142.500,14.565959730
142.542,11.062350900
142.583,20.854409470
142.625,36.149279200
142.667,24.569616200
142.708,29.231400100
142.750,26.080989330
142.792,14.218957930
142.833,5.351985330
142.875,23.440040400
142.917,14.909986530
142.958,-33.283395670
143.000,19.668910270
143.042,3.856409100
143.083,-18.282445900
143.125,29.172435400
143.167,14.748931430
143.208,17.031417130
143.250,17.455342870
143.292,11.869674230
143.333,12.795960830
143.375,8.136848470
143.417,7.828894000
143.458,26.979684830
143.500,53.027637630
143.542,51.522772370
143.583,4.303119930
143.625,9.768681870
143.667,10.507962100
143.708,-30.275511100
143.750,9.167476130
143.792,-22.036609500
143.833,25.375064200
143.875,19.327250970
143.917,8.368654800
143.958,11.241094730
144.000,12.357617130
144.042,10.505991330
144.083,8.062783833
144.125,12.706435570
144.167,9.848168930
144.208,6.528638100
144.250,14.613261070
144.292,6.580265600
144.333,46.257457670
144.375,21.851610700
144.417,22.657665370
144.458,-11.538039470
144.500,21.329083100
144.542,18.503480000
144.583,2.814716167
144.625,11.966693630
144.667,26.463708230
144.708,20.593886270
144.750,20.044383330
144.792,18.325685900
144.833,19.335387000
144.875,20.879940970
144.917,16.206525370
144.958,22.525648300
145.000,13.414201600
145.042,24.101481230
145.083,-12.160207430
145.125,8.976951500
145.167,-11.166934500
145.208,25.586060100
145.250,21.642224730
145.292,12.278730570
145.333,20.264038170
145.375,12.521809570
145.417,10.064029970
145.458,31.077398030
145.500,27.520190570
145.542,52.165788170
145.583,17.326470170
145.625,15.272337100
145.667,13.329964800
145.708,21.516755400
145.750,20.192320430
145.792,19.165252200
145.833,8.333214130
145.875,-15.217965870
145.917,-8.794861033
145.958,16.225545900
146.000,19.531681330
146.042,12.398210370
146.083,19.302972200
146.125,16.127207700
146.167,8.483276770
146.208,12.715270800
146.250,14.335819570
146.292,15.198071700
146.333,10.839685100
146.375,11.078636100
146.417,9.286490700
146.458,34.424484470
146.500,43.165980630
146.542,31.036269900
146.583,10.816914830
146.625,12.013059430
146.667,17.603223670
146.708,22.139902770
146.750,-17.913987730
146.792,-4.714722730
146.833,11.976793800
146.875,12.374264470
146.917,14.975236300
146.958,14.475641230
147.000,15.176544430
147.042,12.247367830
147.083,11.745532430
147.125,11.207275430
147.167,12.034135030
147.208,10.755443930
147.250,12.661906530
147.292,13.559016670
147.333,10.077785870
147.375,12.182974870
147.417,9.612012370
147.458,10.957938970
147.500,13.642708700
147.542,38.665523270
147.583,20.079623630
147.625,22.960211070
147.667,8.915746500
147.708,5.291263700
147.750,8.493834530
147.792,3.987505067
147.833,-19.395237670
147.875,14.668669730
147.917,9.647603430
147.958,9.950941300
148.000,11.869774430
148.042,18.880086900
148.083,7.928365900
148.125,11.474502100
148.167,10.903587100
148.208,9.837053200
148.250,8.215601867
148.292,6.284676633
148.333,11.084379770
148.375,15.099271270
148.417,9.395853330
148.458,11.114983370
148.500,9.508203230
148.542,10.916975830
148.583,37.935402970
148.625,33.252001400
148.667,59.059331100
148.708,-4.176891200
148.750,7.223084900
148.792,-4.160269630
148.833,-16.981501400
148.875,-11.902128170
148.917,26.183291670
148.958,-14.693879570
149.000,25.943214630
149.042,9.802211000
149.083,15.266801130
149.125,14.265836270
149.167,7.501734700
149.208,12.337834870
149.250,10.946380430
149.292,9.495001033
149.333,10.191057270
149.375,60.788120670
149.417,-4.302194130
149.458,27.995341530
149.500,-0.127594800
149.542,-7.578290300
149.583,2.172355200
149.625,3.788879300
149.667,-5.323577433
149.708,-27.239439200
149.750,10.709607070
149.792,43.333694730
149.833,26.613376730
149.875,35.493965300
149.917,11.721107370
149.958,-41.766377870
150.000,17.199466600
150.042,3.787184770
150.083,5.854345200
150.125,-26.578451600
150.167,-22.635471970
150.208,19.382978070
150.250,17.194905870
150.292,12.025108300
150.333,22.989071830
150.375,60.234450430
150.417,34.037519330
150.458,21.655519000
150.500,64.191121670
150.542,60.265755030
150.583,29.354241700
150.625,-2.037171730
150.667,2.655041330
150.708,6.409581367
150.750,2.549246067
150.792,-0.540616033
150.833,0.223484233
150.875,-1.845649633
150.917,-3.247486667
150.958,-1.530095133
151.000,-2.146666467
151.042,17.676246530
151.083,1.460056670
151.125,32.295366670
151.167,3.645759630
151.208,-20.498031670
151.250,-0.751271830
151.292,-13.027109600
151.333,-31.239445770
151.375,3.021130100
151.417,-2.385930170
151.458,19.996806800
151.500,0.996295767
151.542,2.534433000
151.583,-0.107287467
151.625,-13.167180130
151.667,2.830574400
151.708,-4.615135067
151.750,3.584627500
151.792,23.754230070
151.833,40.794907700
151.875,27.268848070
151.917,4.494383800
151.958,0.202450300
152.000,1.925897600
152.042,15.835328370
152.083,14.467195600
152.125,1.609910570
152.167,8.437366500
152.208,8.347761330
152.250,9.736530870
152.292,6.955832330
152.333,13.470984770
152.375,-34.519595730
152.417,-4.704579100
152.458,15.333999970
152.500,16.841155870
152.542,17.191594600
152.583,-10.275236600
152.625,3.639098800
152.667,-5.135848600
152.708,6.687494967
152.750,9.412731100
152.792,33.233898600
152.833,41.686542830
152.875,21.591539600
152.917,9.960680870
152.958,-17.217158470
153.000,11.246285270
153.042,6.835277900
153.083,9.126342230
153.125,8.960164930
153.167,9.114696330
153.208,9.264014700
153.250,15.933003230
153.292,-42.272934230
153.333,4.058560630
153.375,-11.625202200
153.417,22.718664400
153.458,7.851976100
153.500,6.601224000
153.542,4.734169900
153.583,5.204625100
153.625,4.639012967
153.667,24.478679700
153.708,20.493098230
153.750,31.628747900
153.792,8.284615300
153.833,7.558761970
153.875,6.762252830
153.917,10.185085970
153.958,7.934729030
154.000,8.131296070
154.042,11.004947730
154.083,-1.228869770
154.125,-22.795246200
154.167,-0.307983670
154.208,-28.436748500
154.250,17.462640600
154.292,4.624692900
154.333,13.548986300
154.375,15.600459200
154.417,9.164267533
154.458,9.794039333
154.500,-7.250305867
154.542,0.989147067
154.583,-3.581244167
154.625,-4.497029867
154.667,26.869624670
154.708,18.319093470
154.750,44.243040630
154.792,-10.904332530
154.833,-2.851476830
154.875,-3.666974730
154.917,14.122101730
154.958,-38.159581070
155.000,-14.067940130
155.042,-19.861503370
155.083,17.671551730
155.125,2.068219867
155.167,-1.980363767
155.208,1.409814067
155.250,0.613344833
155.292,-2.522810567
155.333,1.809010633
155.375,-4.465588767
155.417,-1.653696833
155.458,-3.107681300
155.500,1.005788067
155.542,0.882626933
155.583,17.701517430
155.625,37.298146870
155.667,19.175747230
155.708,-8.723040070
155.750,1.804623630
155.792,2.922574200
155.833,2.927578400
155.875,-29.626573900
155.917,-29.614873700
155.958,-19.642192370
156.000,19.915138300
156.042,2.800006533
156.083,-1.114032200
156.125,-4.196978570
156.167,3.153803200
156.208,-3.078377867
156.250,10.254916770
156.292,-5.780731700
156.333,-4.876865600
156.375,-3.861919233
156.417,26.354946600
156.458,25.201491970
156.500,39.210841600
156.542,-19.372404500
156.583,3.113837330
156.625,0.111541130
156.667,-7.045273500
156.708,2.807950000
156.750,9.201868930
156.792,-11.497584530
156.833,-14.118150170
156.875,-32.867028700
156.917,4.463493933
156.958,16.274545930
157.000,6.327302767
157.042,-5.632204900
157.083,-0.697313400
157.125,18.347072200
157.167,31.511342070
157.208,36.399219770
157.250,-9.772290230
157.292,3.438636600
157.333,-0.781293667
157.375,10.180133130
157.417,13.664498670
157.458,-10.422051400
157.500,-5.211382367
157.542,8.943091370
157.583,-29.132920130
157.625,-8.003249230
157.667,-37.356668330
157.708,21.550576370
157.750,1.586527600
157.792,-13.176666800
157.833,40.996455300
157.875,23.327113400
157.917,-10.040026930
157.958,24.044090900
158.000,3.922231600
158.042,-17.908107970
158.083,5.450779167
158.125,11.598072800
158.167,7.475053867
158.208,7.514496000
158.250,6.563644633
158.292,8.721329770
158.333,6.188522267
158.375,2.058736400
158.417,11.096459770
158.458,7.661445267
158.500,7.574384200
158.542,7.303129230
158.583,7.799306700
158.625,8.335502030
158.667,3.056809800
158.708,4.914262500
158.750,10.380454100
158.792,6.960547100
158.833,5.679346233
158.875,-11.561136100
158.917,3.020264330
158.958,-43.838293170
159.000,7.007062567
159.042,6.415986167
159.083,7.833401733
159.125,42.134287700
159.167,14.325825530
159.208,9.034938500
159.250,36.042476200
159.292,-20.967551670
159.333,3.554357567
159.375,9.871158830
159.417,2.607619000
159.458,6.547465670
159.500,1.460290333
159.542,2.877390370
159.583,6.212824833
159.625,16.882954370
159.667,1.586729100
159.708,-16.569579930
159.750,-18.049679000
159.792,-17.156751870
159.833,6.378692700
159.875,8.118587733
159.917,-0.185077900
159.958,-7.835253467
160.000,2.543294667
160.042,38.269572830
160.083,17.632690770
160.125,-0.585295870
160.167,-6.207936230
160.208,7.260775030
160.250,-1.096677933
160.292,10.901813630
160.333,-28.197970600
160.375,-11.208011630
160.417,4.827035033
160.458,-38.955968300
160.500,23.092715000
160.542,-0.212461370
160.583,5.235230500
160.625,-0.664908467
160.667,2.402118200
160.708,-5.113915400
160.750,25.247436670
160.792,29.534863670
160.833,-12.969308330
160.875,-2.210719933
160.917,6.945562830
160.958,4.674003930
161.000,-6.905594200
161.042,-32.806322700
161.083,-14.925734930
161.125,-13.882023030
161.167,-2.450754033
161.208,10.106987430
161.250,-8.780361970
161.292,-1.846903233
161.333,3.482598667
161.375,-3.381787067
161.417,-3.456086367
161.458,-2.464967033
161.500,-2.788160667
161.542,8.839673400
161.583,19.568158600
161.625,28.196287830
161.667,-5.363647870
161.708,-1.104152570
161.750,-10.536997970
161.792,4.587114567
161.833,-16.415813570
161.875,-24.914841270
161.917,-27.637379230
161.958,4.139526500
162.000,2.414607767
162.042,-5.693537033
162.083,-4.292130170
162.125,-2.008259233
162.167,-4.812299767
162.208,-3.618880433
162.250,14.626475730
162.292,49.480909670
162.333,-34.359552700
162.375,-2.684758400
162.417,1.933106200
162.458,-8.142046400
162.500,-7.722630267
162.542,-11.929451100
162.583,-9.868551670
162.625,-6.740224267
162.667,-35.793822770
162.708,-8.154095100
162.750,-14.243587130
162.792,-9.432151200
162.833,-3.623484400
162.875,-3.294849833
162.917,-7.894479700
162.958,-3.816093530
163.000,-7.637193130
163.042,21.844723230
163.083,16.940407700
163.125,39.763677130
163.167,2.021057200
163.208,-19.188996330
163.250,-5.462813800
163.292,-26.202596470
163.333,-11.387507330
163.375,-10.234091000
163.417,-29.662162100
163.458,5.322653270
163.500,-38.206005900
163.542,-1.465365070
163.583,-4.563662200
163.625,54.600407430
163.667,24.448989430
163.708,40.809318170
163.750,-42.994072530
163.792,0.976615600
163.833,-1.971114033
163.875,-21.529133130
163.917,-25.653137370
163.958,-22.463998300
164.000,-7.703005700
164.042,9.090358833
164.083,-10.607948070
164.125,-5.547634900
164.167,-3.539709767
164.208,-6.424233200
164.250,-5.709777900
164.292,-4.544694567
164.333,-4.002778233
164.375,33.745640300
164.417,6.694606630
164.458,8.450138200
164.500,-9.262772333
164.542,-37.100308000
164.583,-25.600466670
164.625,-6.443261500
164.667,-3.143447267
164.708,-3.664556867
164.750,-1.916712033
164.792,-2.670435670
164.833,-2.688658833
164.875,-6.436377100
164.917,-3.301373267
164.958,20.539556430
165.000,-15.676808430
165.042,9.457001630
165.083,-8.800016967
165.125,-8.535017870
165.167,-12.695380030
165.208,-34.291376030
165.250,-8.795054600
165.292,21.176708030
165.333,-42.691757270
165.375,7.581015600
165.417,19.306106500
165.458,12.737133600
165.500,10.048566330
165.542,4.587107833
165.583,3.673022633
165.625,5.693056133
165.667,-6.579480533
165.708,-38.088533530
165.750,15.267581600
165.792,-0.528744833
165.833,29.087135000
165.875,45.720106400
165.917,26.935348800
165.958,39.386239400
166.000,-0.361610570
166.042,-0.177429230
166.083,12.773703570
166.125,-35.194579370
166.167,-6.425124700
166.208,-13.757735330
166.250,-16.853949100
166.292,68.912264900
166.333,29.610275870
166.375,11.604929730
166.417,18.029946970
166.458,7.130795970
166.500,11.437077430
166.542,4.041188867
166.583,-9.542100767
166.625,6.631223500
166.667,-6.911792167
166.708,-47.086537770
166.750,29.852942000
166.792,-3.075716533
166.833,32.712139230
166.875,50.352705800
166.917,20.778929930
166.958,33.062628530
167.000,2.466179070
167.042,7.165351200
167.083,12.626213770
167.125,-11.011935670
167.167,-29.144763970
167.208,-20.106739400
167.250,42.192364300
167.292,8.134083300
167.333,6.395588800
167.375,20.755744870
167.417,-6.038655433
167.458,6.266053600
167.500,3.346983900
167.542,7.665239333
167.583,4.314311700
167.625,7.179456100
167.667,1.795058800
167.708,-28.860217770
167.750,12.709907330
167.792,3.437971167
167.833,24.904301130
167.875,81.712037770
167.917,7.245192970
167.958,39.410198500
168.000,9.139218700
168.042,3.862685730
168.083,9.873057770
168.125,4.123439200
168.167,-30.040107200
168.208,-30.218173030
168.250,-4.982129170
168.292,72.833789530
168.333,1.241795167
168.375,4.022243330
168.417,-10.180444200
168.458,-6.543467900
168.500,12.355635330
168.542,4.771950600
168.583,2.527250200
168.625,5.199882433
168.667,-17.853932270
168.708,-19.559186470
168.750,-12.806739300
168.792,67.550897900
168.833,54.236573470
168.875,44.930487500
168.917,18.468972730
168.958,3.379817700
169.000,13.886911500
169.042,13.787681500
169.083,18.489020830
169.125,9.534910500
169.167,-18.247702130
169.208,28.497722170
169.250,31.163874000
169.292,-2.524626900
169.333,28.852839530
169.375,11.457146370
169.417,10.469172100
169.458,20.927887470
169.500,-1.274106370
169.542,21.919703370
169.583,20.180926130
169.625,9.207018233
169.667,-15.984537830
169.708,30.162376900
169.750,17.875829100
169.792,20.192358300
169.833,17.261926070
169.875,9.867298170
169.917,12.639120600
169.958,23.540028700
170.000,17.467116030
170.042,8.383406733
170.083,8.299831700
170.125,4.997018933
170.167,10.157952530
170.208,5.719741100
170.250,9.305641033
170.292,8.617107733
170.333,7.868737033
170.375,9.804993133
170.417,-30.636695400
170.458,40.295327270
170.500,42.526765070
170.542,-27.652824000
170.583,16.715217670
170.625,8.268394930
170.667,17.538341870
170.708,17.775937270
170.750,16.269284370
170.792,18.630719670
170.833,18.430154270
170.875,25.368511930
