$Trinity Lake Br3 inflow year 2017 YC updated 06/01/23,
",,,",
Jday,USBR TL Inflow (QI)
123.917,39.95469347
123.958,39.95469347
124,42.44655246
124.042,42.44655246
124.083,42.44655246
124.125,42.44655246
124.167,42.44655246
124.208,42.44655246
124.25,42.44655246
124.292,42.44655246
124.333,42.44655246
124.375,42.44655246
124.417,42.44655246
124.458,42.44655246
124.5,42.44655246
124.542,42.44655246
124.583,42.44655246
124.625,42.44655246
124.667,42.44655246
124.708,42.44655246
124.75,42.44655246
124.792,42.44655246
124.833,42.44655246
124.875,42.44655246
124.917,42.44655246
124.958,42.44655246
125,44.1738638
125.042,44.1738638
125.083,44.1738638
125.125,44.1738638
125.167,44.1738638
125.208,44.1738638
125.25,44.1738638
125.292,44.1738638
125.333,44.1738638
125.375,44.1738638
125.417,44.1738638
125.458,44.1738638
125.5,44.1738638
125.542,44.1738638
125.583,44.1738638
125.625,44.1738638
125.667,44.1738638
125.708,44.1738638
125.75,44.1738638
125.792,44.1738638
125.833,44.1738638
125.875,44.1738638
125.917,44.1738638
125.958,44.1738638
126,31.60130256
126.042,31.60130256
126.083,31.60130256
126.125,31.60130256
126.167,31.60130256
126.208,31.60130256
126.25,31.60130256
126.292,31.60130256
126.333,31.60130256
126.375,31.60130256
126.417,31.60130256
126.458,31.60130256
126.5,31.60130256
126.542,31.60130256
126.583,31.60130256
126.625,31.60130256
126.667,31.60130256
126.708,31.60130256
126.75,31.60130256
126.792,31.60130256
126.833,31.60130256
126.875,31.60130256
126.917,31.60130256
126.958,31.60130256
127,22.2285148
127.042,22.2285148
127.083,22.2285148
127.125,22.2285148
127.167,22.2285148
127.208,22.2285148
127.25,22.2285148
127.292,22.2285148
127.333,22.2285148
127.375,22.2285148
127.417,22.2285148
127.458,22.2285148
127.5,22.2285148
127.542,22.2285148
127.583,22.2285148
127.625,22.2285148
127.667,22.2285148
127.708,22.2285148
127.75,22.2285148
127.792,22.2285148
127.833,22.2285148
127.875,22.2285148
127.917,22.2285148
127.958,22.2285148
128,20.41625372
128.042,20.41625372
128.083,20.41625372
128.125,20.41625372
128.167,20.41625372
128.208,20.41625372
128.25,20.41625372
128.292,20.41625372
128.333,20.41625372
128.375,20.41625372
128.417,20.41625372
128.458,20.41625372
128.5,20.41625372
128.542,20.41625372
128.583,20.41625372
128.625,20.41625372
128.667,20.41625372
128.708,20.41625372
128.75,20.41625372
128.792,20.41625372
128.833,20.41625372
128.875,20.41625372
128.917,20.41625372
128.958,20.41625372
129,21.97366558
129.042,21.97366558
129.083,21.97366558
129.125,21.97366558
129.167,21.97366558
129.208,21.97366558
129.25,21.97366558
129.292,21.97366558
129.333,21.97366558
129.375,21.97366558
129.417,21.97366558
129.458,21.97366558
129.5,21.97366558
129.542,21.97366558
129.583,21.97366558
129.625,21.97366558
129.667,21.97366558
129.708,21.97366558
129.75,21.97366558
129.792,21.97366558
129.833,21.97366558
129.875,21.97366558
129.917,21.97366558
129.958,21.97366558
130,25.79640379
130.042,25.79640379
130.083,25.79640379
130.125,25.79640379
130.167,25.79640379
130.208,25.79640379
130.25,25.79640379
130.292,25.79640379
130.333,25.79640379
130.375,25.79640379
130.417,25.79640379
130.458,25.79640379
130.5,25.79640379
130.542,25.79640379
130.583,25.79640379
130.625,25.79640379
130.667,25.79640379
130.708,25.79640379
130.75,25.79640379
130.792,25.79640379
130.833,25.79640379
130.875,25.79640379
130.917,25.79640379
130.958,25.79640379
131,25.23007221
131.042,25.23007221
131.083,25.23007221
131.125,25.23007221
131.167,25.23007221
131.208,25.23007221
131.25,25.23007221
131.292,25.23007221
131.333,25.23007221
131.375,25.23007221
131.417,25.23007221
131.458,25.23007221
131.5,25.23007221
131.542,25.23007221
131.583,25.23007221
131.625,25.23007221
131.667,25.23007221
131.708,25.23007221
131.75,25.23007221
131.792,25.23007221
131.833,25.23007221
131.875,25.23007221
131.917,25.23007221
131.958,25.23007221
132,18.23587711
132.042,18.23587711
132.083,18.23587711
132.125,18.23587711
132.167,18.23587711
132.208,18.23587711
132.25,18.23587711
132.292,18.23587711
132.333,18.23587711
132.375,18.23587711
132.417,18.23587711
132.458,18.23587711
132.5,18.23587711
132.542,18.23587711
132.583,18.23587711
132.625,18.23587711
132.667,18.23587711
132.708,18.23587711
132.75,18.23587711
132.792,18.23587711
132.833,18.23587711
132.875,18.23587711
132.917,18.23587711
132.958,18.23587711
133,15.71570154
133.042,15.71570154
133.083,15.71570154
133.125,15.71570154
133.167,15.71570154
133.208,15.71570154
133.25,15.71570154
133.292,15.71570154
133.333,15.71570154
133.375,15.71570154
133.417,15.71570154
133.458,15.71570154
133.5,15.71570154
133.542,15.71570154
133.583,15.71570154
133.625,15.71570154
133.667,15.71570154
133.708,15.71570154
133.75,15.71570154
133.792,15.71570154
133.833,15.71570154
133.875,15.71570154
133.917,15.71570154
133.958,15.71570154
134,14.18660626
134.042,14.18660626
134.083,14.18660626
134.125,14.18660626
134.167,14.18660626
134.208,14.18660626
134.25,14.18660626
134.292,14.18660626
134.333,14.18660626
134.375,14.18660626
134.417,14.18660626
134.458,14.18660626
134.5,14.18660626
134.542,14.18660626
134.583,14.18660626
134.625,14.18660626
134.667,14.18660626
134.708,14.18660626
134.75,14.18660626
134.792,14.18660626
134.833,14.18660626
134.875,14.18660626
134.917,14.18660626
134.958,14.18660626
135,12.31771202
135.042,12.31771202
135.083,12.31771202
135.125,12.31771202
135.167,12.31771202
135.208,12.31771202
135.25,12.31771202
135.292,12.31771202
135.333,12.31771202
135.375,12.31771202
135.417,12.31771202
135.458,12.31771202
135.5,12.31771202
135.542,12.31771202
135.583,12.31771202
135.625,12.31771202
135.667,12.31771202
135.708,12.31771202
135.75,12.31771202
135.792,12.31771202
135.833,12.31771202
135.875,12.31771202
135.917,12.31771202
135.958,12.31771202
136,12.60087781
136.042,12.60087781
136.083,12.60087781
136.125,12.60087781
136.167,12.60087781
136.208,12.60087781
136.25,12.60087781
136.292,12.60087781
136.333,12.60087781
136.375,12.60087781
136.417,12.60087781
136.458,12.60087781
136.5,12.60087781
136.542,12.60087781
136.583,12.60087781
136.625,12.60087781
136.667,12.60087781
136.708,12.60087781
136.75,12.60087781
136.792,12.60087781
136.833,12.60087781
136.875,12.60087781
136.917,12.60087781
136.958,12.60087781
137,13.79017415
137.042,13.79017415
137.083,13.79017415
137.125,13.79017415
137.167,13.79017415
137.208,13.79017415
137.25,13.79017415
137.292,13.79017415
137.333,13.79017415
137.375,13.79017415
137.417,13.79017415
137.458,13.79017415
137.5,13.79017415
137.542,13.79017415
137.583,13.79017415
137.625,13.79017415
137.667,13.79017415
137.708,13.79017415
137.75,13.79017415
137.792,13.79017415
137.833,13.79017415
137.875,13.79017415
137.917,13.79017415
137.958,13.79017415
138,13.84680731
138.042,13.84680731
138.083,13.84680731
138.125,13.84680731
138.167,13.84680731
138.208,13.84680731
138.25,13.84680731
138.292,13.84680731
138.333,13.84680731
138.375,13.84680731
138.417,13.84680731
138.458,13.84680731
138.5,13.84680731
138.542,13.84680731
138.583,13.84680731
138.625,13.84680731
138.667,13.84680731
138.708,13.84680731
138.75,13.84680731
138.792,13.84680731
138.833,13.84680731
138.875,13.84680731
138.917,13.84680731
138.958,13.84680731
139,15.63075181
139.042,15.63075181
139.083,15.63075181
139.125,15.63075181
139.167,15.63075181
139.208,15.63075181
139.25,15.63075181
139.292,15.63075181
139.333,15.63075181
139.375,15.63075181
139.417,15.63075181
139.458,15.63075181
139.5,15.63075181
139.542,15.63075181
139.583,15.63075181
139.625,15.63075181
139.667,15.63075181
139.708,15.63075181
139.75,15.63075181
139.792,15.63075181
139.833,15.63075181
139.875,15.63075181
139.917,15.63075181
139.958,15.63075181
140,21.60555005
140.042,21.60555005
140.083,21.60555005
140.125,21.60555005
140.167,21.60555005
140.208,21.60555005
140.25,21.60555005
140.292,21.60555005
140.333,21.60555005
140.375,21.60555005
140.417,21.60555005
140.458,21.60555005
140.5,21.60555005
140.542,21.60555005
140.583,21.60555005
140.625,21.60555005
140.667,21.60555005
140.708,21.60555005
140.75,21.60555005
140.792,21.60555005
140.833,21.60555005
140.875,21.60555005
140.917,21.60555005
140.958,21.60555005
141,23.07801218
141.042,23.07801218
141.083,23.07801218
141.125,23.07801218
141.167,23.07801218
141.208,23.07801218
141.25,23.07801218
141.292,23.07801218
141.333,23.07801218
141.375,23.07801218
141.417,23.07801218
141.458,23.07801218
141.5,23.07801218
141.542,23.07801218
141.583,23.07801218
141.625,23.07801218
141.667,23.07801218
141.708,23.07801218
141.75,23.07801218
141.792,23.07801218
141.833,23.07801218
141.875,23.07801218
141.917,23.07801218
141.958,23.07801218
142,26.07956959
142.042,26.07956959
142.083,26.07956959
142.125,26.07956959
142.167,26.07956959
142.208,26.07956959
142.25,26.07956959
142.292,26.07956959
142.333,26.07956959
142.375,26.07956959
142.417,26.07956959
142.458,26.07956959
142.5,26.07956959
142.542,26.07956959
142.583,26.07956959
142.625,26.07956959
142.667,26.07956959
142.708,26.07956959
142.75,26.07956959
142.792,26.07956959
142.833,26.07956959
142.875,26.07956959
142.917,26.07956959
142.958,26.07956959
143,29.33597621
143.042,29.33597621
143.083,29.33597621
143.125,29.33597621
143.167,29.33597621
143.208,29.33597621
143.25,29.33597621
143.292,29.33597621
143.333,29.33597621
143.375,29.33597621
143.417,29.33597621
143.458,29.33597621
143.5,29.33597621
143.542,29.33597621
143.583,29.33597621
143.625,29.33597621
143.667,29.33597621
143.708,29.33597621
143.75,29.33597621
143.792,29.33597621
143.833,29.33597621
143.875,29.33597621
143.917,29.33597621
143.958,29.33597621
144,31.23318703
144.042,31.23318703
144.083,31.23318703
144.125,31.23318703
144.167,31.23318703
144.208,31.23318703
144.25,31.23318703
144.292,31.23318703
144.333,31.23318703
144.375,31.23318703
144.417,31.23318703
144.458,31.23318703
144.5,31.23318703
144.542,31.23318703
144.583,31.23318703
144.625,31.23318703
144.667,31.23318703
144.708,31.23318703
144.75,31.23318703
144.792,31.23318703
144.833,31.23318703
144.875,31.23318703
144.917,31.23318703
144.958,31.23318703
145,25.17343905
145.042,25.17343905
145.083,25.17343905
145.125,25.17343905
145.167,25.17343905
145.208,25.17343905
145.25,25.17343905
145.292,25.17343905
145.333,25.17343905
145.375,25.17343905
145.417,25.17343905
145.458,25.17343905
145.5,25.17343905
145.542,25.17343905
145.583,25.17343905
145.625,25.17343905
145.667,25.17343905
145.708,25.17343905
145.75,25.17343905
145.792,25.17343905
145.833,25.17343905
145.875,25.17343905
145.917,25.17343905
145.958,25.17343905
146,21.91703242
146.042,21.91703242
146.083,21.91703242
146.125,21.91703242
146.167,21.91703242
146.208,21.91703242
146.25,21.91703242
146.292,21.91703242
146.333,21.91703242
146.375,21.91703242
146.417,21.91703242
146.458,21.91703242
146.5,21.91703242
146.542,21.91703242
146.583,21.91703242
146.625,21.91703242
146.667,21.91703242
146.708,21.91703242
146.75,21.91703242
146.792,21.91703242
146.833,21.91703242
146.875,21.91703242
146.917,21.91703242
146.958,21.91703242
147,20.27467082
147.042,20.27467082
147.083,20.27467082
147.125,20.27467082
147.167,20.27467082
147.208,20.27467082
147.25,20.27467082
147.292,20.27467082
147.333,20.27467082
147.375,20.27467082
147.417,20.27467082
147.458,20.27467082
147.5,20.27467082
147.542,20.27467082
147.583,20.27467082
147.625,20.27467082
147.667,20.27467082
147.708,20.27467082
147.75,20.27467082
147.792,20.27467082
147.833,20.27467082
147.875,20.27467082
147.917,20.27467082
147.958,20.27467082
148,21.66218321
148.042,21.66218321
148.083,21.66218321
148.125,21.66218321
148.167,21.66218321
148.208,21.66218321
148.25,21.66218321
148.292,21.66218321
148.333,21.66218321
148.375,21.66218321
148.417,21.66218321
148.458,21.66218321
148.5,21.66218321
148.542,21.66218321
148.583,21.66218321
148.625,21.66218321
148.667,21.66218321
148.708,21.66218321
148.75,21.66218321
148.792,21.66218321
148.833,21.66218321
148.875,21.66218321
148.917,21.66218321
148.958,21.66218321
149,21.74713295
149.042,21.74713295
149.083,21.74713295
149.125,21.74713295
149.167,21.74713295
149.208,21.74713295
149.25,21.74713295
149.292,21.74713295
149.333,21.74713295
149.375,21.74713295
149.417,21.74713295
149.458,21.74713295
149.5,21.74713295
149.542,21.74713295
149.583,21.74713295
149.625,21.74713295
149.667,21.74713295
149.708,21.74713295
149.75,21.74713295
149.792,21.74713295
149.833,21.74713295
149.875,21.74713295
149.917,21.74713295
149.958,21.74713295
150,17.13153051
150.042,17.13153051
150.083,17.13153051
150.125,17.13153051
150.167,17.13153051
150.208,17.13153051
150.25,17.13153051
150.292,17.13153051
150.333,17.13153051
150.375,17.13153051
150.417,17.13153051
150.458,17.13153051
150.5,17.13153051
150.542,17.13153051
150.583,17.13153051
150.625,17.13153051
150.667,17.13153051
150.708,17.13153051
150.75,17.13153051
150.792,17.13153051
150.833,17.13153051
150.875,17.13153051
150.917,17.13153051
150.958,17.13153051
151,17.10321393
151.042,17.10321393
151.083,17.10321393
151.125,17.10321393
151.167,17.10321393
151.208,17.10321393
151.25,17.10321393
151.292,17.10321393
151.333,17.10321393
151.375,17.10321393
151.417,17.10321393
151.458,17.10321393
151.5,17.10321393
151.542,17.10321393
151.583,17.10321393
151.625,17.10321393
151.667,17.10321393
151.708,17.10321393
151.75,17.10321393
151.792,17.10321393
151.833,17.10321393
151.875,17.10321393
151.917,17.10321393
151.958,17.10321393
152,17.81112842
152.042,17.81112842
152.083,17.81112842
152.125,17.81112842
152.167,17.81112842
152.208,17.81112842
152.25,17.81112842
152.292,17.81112842
152.333,17.81112842
152.375,17.81112842
152.417,17.81112842
152.458,17.81112842
152.5,17.81112842
152.542,17.81112842
152.583,17.81112842
152.625,17.81112842
152.667,17.81112842
152.708,17.81112842
152.75,17.81112842
152.792,17.81112842
152.833,17.81112842
152.875,17.81112842
152.917,17.81112842
152.958,17.81112842
153,15.71570154
153.042,15.71570154
153.083,15.71570154
153.125,15.71570154
153.167,15.71570154
153.208,15.71570154
153.25,15.71570154
153.292,15.71570154
153.333,15.71570154
153.375,15.71570154
153.417,15.71570154
153.458,15.71570154
153.5,15.71570154
153.542,15.71570154
153.583,15.71570154
153.625,15.71570154
153.667,15.71570154
153.708,15.71570154
153.75,15.71570154
153.792,15.71570154
153.833,15.71570154
153.875,15.71570154
153.917,15.71570154
153.958,15.71570154
154,17.78281184
154.042,17.78281184
154.083,17.78281184
154.125,17.78281184
154.167,17.78281184
154.208,17.78281184
154.25,17.78281184
154.292,17.78281184
154.333,17.78281184
154.375,17.78281184
154.417,17.78281184
154.458,17.78281184
154.5,17.78281184
154.542,17.78281184
154.583,17.78281184
154.625,17.78281184
154.667,17.78281184
154.708,17.78281184
154.75,17.78281184
154.792,17.78281184
154.833,17.78281184
154.875,17.78281184
154.917,17.78281184
154.958,17.78281184
155,13.93175704
155.042,13.93175704
155.083,13.93175704
155.125,13.93175704
155.167,13.93175704
155.208,13.93175704
155.25,13.93175704
155.292,13.93175704
155.333,13.93175704
155.375,13.93175704
155.417,13.93175704
155.458,13.93175704
155.5,13.93175704
155.542,13.93175704
155.583,13.93175704
155.625,13.93175704
155.667,13.93175704
155.708,13.93175704
155.75,13.93175704
155.792,13.93175704
155.833,13.93175704
155.875,13.93175704
155.917,13.93175704
155.958,13.93175704
156,13.81849073
156.042,13.81849073
156.083,13.81849073
156.125,13.81849073
156.167,13.81849073
156.208,13.81849073
156.25,13.81849073
156.292,13.81849073
156.333,13.81849073
156.375,13.81849073
156.417,13.81849073
156.458,13.81849073
156.5,13.81849073
156.542,13.81849073
156.583,13.81849073
156.625,13.81849073
156.667,13.81849073
156.708,13.81849073
156.75,13.81849073
156.792,13.81849073
156.833,13.81849073
156.875,13.81849073
156.917,13.81849073
156.958,13.81849073
157,14.24323942
157.042,14.24323942
157.083,14.24323942
157.125,14.24323942
157.167,14.24323942
157.208,14.24323942
157.25,14.24323942
157.292,14.24323942
157.333,14.24323942
157.375,14.24323942
157.417,14.24323942
157.458,14.24323942
157.5,14.24323942
157.542,14.24323942
157.583,14.24323942
157.625,14.24323942
157.667,14.24323942
157.708,14.24323942
157.75,14.24323942
157.792,14.24323942
157.833,14.24323942
157.875,14.24323942
157.917,14.24323942
157.958,14.24323942
158,13.33710888
158.042,13.33710888
158.083,13.33710888
158.125,13.33710888
158.167,13.33710888
158.208,13.33710888
158.25,13.33710888
158.292,13.33710888
158.333,13.33710888
158.375,13.33710888
158.417,13.33710888
158.458,13.33710888
158.5,13.33710888
158.542,13.33710888
158.583,13.33710888
158.625,13.33710888
158.667,13.33710888
158.708,13.33710888
158.75,13.33710888
158.792,13.33710888
158.833,13.33710888
158.875,13.33710888
158.917,13.33710888
158.958,13.33710888
159,21.69049979
159.042,21.69049979
159.083,21.69049979
159.125,21.69049979
159.167,21.69049979
159.208,21.69049979
159.25,21.69049979
159.292,21.69049979
159.333,21.69049979
159.375,21.69049979
159.417,21.69049979
159.458,21.69049979
159.5,21.69049979
159.542,21.69049979
159.583,21.69049979
159.625,21.69049979
159.667,21.69049979
159.708,21.69049979
159.75,21.69049979
159.792,21.69049979
159.833,21.69049979
159.875,21.69049979
159.917,21.69049979
159.958,21.69049979
160,11.80801359
160.042,11.80801359
160.083,11.80801359
160.125,11.80801359
160.167,11.80801359
160.208,11.80801359
160.25,11.80801359
160.292,11.80801359
160.333,11.80801359
160.375,11.80801359
160.417,11.80801359
160.458,11.80801359
160.5,11.80801359
160.542,11.80801359
160.583,11.80801359
160.625,11.80801359
160.667,11.80801359
160.708,11.80801359
160.75,11.80801359
160.792,11.80801359
160.833,11.80801359
160.875,11.80801359
160.917,11.80801359
160.958,11.80801359
161,7.645476426
161.042,7.645476426
161.083,7.645476426
161.125,7.645476426
161.167,7.645476426
161.208,7.645476426
161.25,7.645476426
161.292,7.645476426
161.333,7.645476426
161.375,7.645476426
161.417,7.645476426
161.458,7.645476426
161.5,7.645476426
161.542,7.645476426
161.583,7.645476426
161.625,7.645476426
161.667,7.645476426
161.708,7.645476426
161.75,7.645476426
161.792,7.645476426
161.833,7.645476426
161.875,7.645476426
161.917,7.645476426
161.958,7.645476426
162,7.645476426
162.042,7.645476426
162.083,7.645476426
162.125,7.645476426
162.167,7.645476426
162.208,7.645476426
162.25,7.645476426
162.292,7.645476426
162.333,7.645476426
162.375,7.645476426
162.417,7.645476426
162.458,7.645476426
162.5,7.645476426
162.542,7.645476426
162.583,7.645476426
162.625,7.645476426
162.667,7.645476426
162.708,7.645476426
162.75,7.645476426
162.792,7.645476426
162.833,7.645476426
162.875,7.645476426
162.917,7.645476426
162.958,7.645476426
163,6.654396149
163.042,6.654396149
163.083,6.654396149
163.125,6.654396149
163.167,6.654396149
163.208,6.654396149
163.25,6.654396149
163.292,6.654396149
163.333,6.654396149
163.375,6.654396149
163.417,6.654396149
163.458,6.654396149
163.5,6.654396149
163.542,6.654396149
163.583,6.654396149
163.625,6.654396149
163.667,6.654396149
163.708,6.654396149
163.75,6.654396149
163.792,6.654396149
163.833,6.654396149
163.875,6.654396149
163.917,6.654396149
163.958,6.654396149
164,7.249044315
164.042,7.249044315
164.083,7.249044315
164.125,7.249044315
164.167,7.249044315
164.208,7.249044315
164.25,7.249044315
164.292,7.249044315
164.333,7.249044315
164.375,7.249044315
164.417,7.249044315
164.458,7.249044315
164.5,7.249044315
164.542,7.249044315
164.583,7.249044315
164.625,7.249044315
164.667,7.249044315
164.708,7.249044315
164.75,7.249044315
164.792,7.249044315
164.833,7.249044315
164.875,7.249044315
164.917,7.249044315
164.958,7.249044315
165,6.201330879
165.042,6.201330879
165.083,6.201330879
165.125,6.201330879
165.167,6.201330879
165.208,6.201330879
165.25,6.201330879
165.292,6.201330879
165.333,6.201330879
165.375,6.201330879
165.417,6.201330879
165.458,6.201330879
165.5,6.201330879
165.542,6.201330879
165.583,6.201330879
165.625,6.201330879
165.667,6.201330879
165.708,6.201330879
165.75,6.201330879
165.792,6.201330879
165.833,6.201330879
165.875,6.201330879
165.917,6.201330879
165.958,6.201330879
166,7.107461419
166.042,7.107461419
166.083,7.107461419
166.125,7.107461419
166.167,7.107461419
166.208,7.107461419
166.25,7.107461419
166.292,7.107461419
166.333,7.107461419
166.375,7.107461419
166.417,7.107461419
166.458,7.107461419
166.5,7.107461419
166.542,7.107461419
166.583,7.107461419
166.625,7.107461419
166.667,7.107461419
166.708,7.107461419
166.75,7.107461419
166.792,7.107461419
166.833,7.107461419
166.875,7.107461419
166.917,7.107461419
166.958,7.107461419
167,9.401104347
167.042,9.401104347
167.083,9.401104347
167.125,9.401104347
167.167,9.401104347
167.208,9.401104347
167.25,9.401104347
167.292,9.401104347
167.333,9.401104347
167.375,9.401104347
167.417,9.401104347
167.458,9.401104347
167.5,9.401104347
167.542,9.401104347
167.583,9.401104347
167.625,9.401104347
167.667,9.401104347
167.708,9.401104347
167.75,9.401104347
167.792,9.401104347
167.833,9.401104347
167.875,9.401104347
167.917,9.401104347
167.958,9.401104347
168,12.4876115
168.042,12.4876115
168.083,12.4876115
168.125,12.4876115
168.167,12.4876115
168.208,12.4876115
168.25,12.4876115
168.292,12.4876115
168.333,12.4876115
168.375,12.4876115
168.417,12.4876115
168.458,12.4876115
168.5,12.4876115
168.542,12.4876115
168.583,12.4876115
168.625,12.4876115
168.667,12.4876115
168.708,12.4876115
168.75,12.4876115
168.792,12.4876115
168.833,12.4876115
168.875,12.4876115
168.917,12.4876115
168.958,12.4876115
169,11.69474727
169.042,11.69474727
169.083,11.69474727
169.125,11.69474727
169.167,11.69474727
169.208,11.69474727
169.25,11.69474727
169.292,11.69474727
169.333,11.69474727
169.375,11.69474727
169.417,11.69474727
169.458,11.69474727
169.5,11.69474727
169.542,11.69474727
169.583,11.69474727
169.625,11.69474727
169.667,11.69474727
169.708,11.69474727
169.75,11.69474727
169.792,11.69474727
169.833,11.69474727
169.875,11.69474727
169.917,11.69474727
169.958,11.69474727
170,11.63811412
170.042,11.63811412
170.083,11.63811412
170.125,11.63811412
170.167,11.63811412
170.208,11.63811412
170.25,11.63811412
170.292,11.63811412
170.333,11.63811412
170.375,11.63811412
170.417,11.63811412
170.458,11.63811412
170.5,11.63811412
170.542,11.63811412
170.583,11.63811412
170.625,11.63811412
170.667,11.63811412
170.708,11.63811412
170.75,11.63811412
170.792,11.63811412
170.833,11.63811412
170.875,11.63811412
170.917,11.63811412
170.958,11.63811412
171,9.372787767
171.042,9.372787767
171.083,9.372787767
171.125,9.372787767
171.167,9.372787767
171.208,9.372787767
171.25,9.372787767
171.292,9.372787767
171.333,9.372787767
171.375,9.372787767
171.417,9.372787767
171.458,9.372787767
171.5,9.372787767
171.542,9.372787767
171.583,9.372787767
171.625,9.372787767
171.667,9.372787767
171.708,9.372787767
171.75,9.372787767
171.792,9.372787767
171.833,9.372787767
171.875,9.372787767
171.917,9.372787767
171.958,9.372787767
172,10.50545094
172.042,10.50545094
172.083,10.50545094
172.125,10.50545094
172.167,10.50545094
172.208,10.50545094
172.25,10.50545094
172.292,10.50545094
172.333,10.50545094
172.375,10.50545094
172.417,10.50545094
172.458,10.50545094
172.5,10.50545094
172.542,10.50545094
172.583,10.50545094
172.625,10.50545094
172.667,10.50545094
172.708,10.50545094
172.75,10.50545094
172.792,10.50545094
172.833,10.50545094
172.875,10.50545094
172.917,10.50545094
172.958,10.50545094
173,6.1730143
173.042,6.1730143
173.083,6.1730143
173.125,6.1730143
173.167,6.1730143
173.208,6.1730143
173.25,6.1730143
173.292,6.1730143
173.333,6.1730143
173.375,6.1730143
173.417,6.1730143
173.458,6.1730143
173.5,6.1730143
173.542,6.1730143
173.583,6.1730143
173.625,6.1730143
173.667,6.1730143
173.708,6.1730143
173.75,6.1730143
173.792,6.1730143
173.833,6.1730143
173.875,6.1730143
173.917,6.1730143
173.958,6.1730143
174,7.588843268
174.042,7.588843268
174.083,7.588843268
174.125,7.588843268
174.167,7.588843268
174.208,7.588843268
174.25,7.588843268
174.292,7.588843268
174.333,7.588843268
174.375,7.588843268
174.417,7.588843268
174.458,7.588843268
174.5,7.588843268
174.542,7.588843268
174.583,7.588843268
174.625,7.588843268
174.667,7.588843268
174.708,7.588843268
174.75,7.588843268
174.792,7.588843268
174.833,7.588843268
174.875,7.588843268
174.917,7.588843268
174.958,7.588843268
175,6.880928784
175.042,6.880928784
175.083,6.880928784
175.125,6.880928784
175.167,6.880928784
175.208,6.880928784
175.25,6.880928784
175.292,6.880928784
175.333,6.880928784
175.375,6.880928784
175.417,6.880928784
175.458,6.880928784
175.5,6.880928784
175.542,6.880928784
175.583,6.880928784
175.625,6.880928784
175.667,6.880928784
175.708,6.880928784
175.75,6.880928784
175.792,6.880928784
175.833,6.880928784
175.875,6.880928784
175.917,6.880928784
175.958,6.880928784
176,5.861531927
176.042,5.861531927
176.083,5.861531927
176.125,5.861531927
176.167,5.861531927
176.208,5.861531927
176.25,5.861531927
176.292,5.861531927
176.333,5.861531927
176.375,5.861531927
176.417,5.861531927
176.458,5.861531927
176.5,5.861531927
176.542,5.861531927
176.583,5.861531927
176.625,5.861531927
176.667,5.861531927
176.708,5.861531927
176.75,5.861531927
176.792,5.861531927
176.833,5.861531927
176.875,5.861531927
176.917,5.861531927
176.958,5.861531927
177,3.907687951
177.042,3.907687951
177.083,3.907687951
177.125,3.907687951
177.167,3.907687951
177.208,3.907687951
177.25,3.907687951
177.292,3.907687951
177.333,3.907687951
177.375,3.907687951
177.417,3.907687951
177.458,3.907687951
177.5,3.907687951
177.542,3.907687951
177.583,3.907687951
177.625,3.907687951
177.667,3.907687951
177.708,3.907687951
177.75,3.907687951
177.792,3.907687951
177.833,3.907687951
177.875,3.907687951
177.917,3.907687951
177.958,3.907687951
178,2.576808722
178.042,2.576808722
178.083,2.576808722
178.125,2.576808722
178.167,2.576808722
178.208,2.576808722
178.25,2.576808722
178.292,2.576808722
178.333,2.576808722
178.375,2.576808722
178.417,2.576808722
178.458,2.576808722
178.5,2.576808722
178.542,2.576808722
178.583,2.576808722
178.625,2.576808722
178.667,2.576808722
178.708,2.576808722
178.75,2.576808722
178.792,2.576808722
178.833,2.576808722
178.875,2.576808722
178.917,2.576808722
178.958,2.576808722
179,2.293642928
179.042,2.293642928
179.083,2.293642928
179.125,2.293642928
179.167,2.293642928
179.208,2.293642928
179.25,2.293642928
179.292,2.293642928
179.333,2.293642928
179.375,2.293642928
179.417,2.293642928
179.458,2.293642928
179.5,2.293642928
179.542,2.293642928
179.583,2.293642928
179.625,2.293642928
179.667,2.293642928
179.708,2.293642928
179.75,2.293642928
179.792,2.293642928
179.833,2.293642928
179.875,2.293642928
179.917,2.293642928
179.958,2.293642928
180,3.08650715
180.042,3.08650715
180.083,3.08650715
180.125,3.08650715
180.167,3.08650715
180.208,3.08650715
180.25,3.08650715
180.292,3.08650715
180.333,3.08650715
180.375,3.08650715
180.417,3.08650715
180.458,3.08650715
180.5,3.08650715
180.542,3.08650715
180.583,3.08650715
180.625,3.08650715
180.667,3.08650715
180.708,3.08650715
180.75,3.08650715
180.792,3.08650715
180.833,3.08650715
180.875,3.08650715
180.917,3.08650715
180.958,3.08650715
181,2.321959507
181.042,2.321959507
181.083,2.321959507
181.125,2.321959507
181.167,2.321959507
181.208,2.321959507
181.25,2.321959507
181.292,2.321959507
181.333,2.321959507
181.375,2.321959507
181.417,2.321959507
181.458,2.321959507
181.5,2.321959507
181.542,2.321959507
181.583,2.321959507
181.625,2.321959507
181.667,2.321959507
181.708,2.321959507
181.75,2.321959507
181.792,2.321959507
181.833,2.321959507
181.875,2.321959507
181.917,2.321959507
181.958,2.321959507
182,1.500778706
182.042,1.500778706
182.083,1.500778706
182.125,1.500778706
182.167,1.500778706
182.208,1.500778706
182.25,1.500778706
182.292,1.500778706
182.333,1.500778706
182.375,1.500778706
182.417,1.500778706
182.458,1.500778706
